Time,kernel.all.cpu.sys,kernel.all.load["1 minute"],network.tcp.retranssegs,network.interface.out.bytes["eth0"],network.interface.in.bytes["eth0"],mem.util.used,mem.util.free,mem.util.cached,disk.dev.read["sda"],disk.dev.write["sda"]
Tue Mar  1 20:48:10,8.000,0.010,0.000,438278.000,5278.000,1568528.000,169468.000,1171624.000,2.000,0.000
Tue Mar  1 20:48:11,8.000,0.010,0.000,438278.000,5278.000,1568528.000,169468.000,1171624.000,2.000,1.000
Tue Mar  1 20:48:12,18.000,0.010,0.000,463572.000,5486.000,1596088.000,141908.000,1173832.000,3.000,0.000
Tue Mar  1 20:48:13,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,5.000,2.000
Tue Mar  1 20:48:14,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,6.000,1.000
Tue Mar  1 20:48:15,7.000,0.010,0.000,696738.000,7476.000,1596088.000,141908.000,1173832.000,6.000,2.000
Tue Mar  1 20:48:16,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,6.000,1.000
Tue Mar  1 20:48:17,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,6.000,2.000
Tue Mar  1 20:48:18,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,5.000,1.000
Tue Mar  1 20:48:19,7.000,0.010,0.000,696738.000,7476.000,1596088.000,141908.000,1173832.000,6.000,2.000
Tue Mar  1 20:48:20,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,6.000,1.000
Tue Mar  1 20:48:21,7.000,0.010,0.000,696739.000,7476.000,1596088.000,141908.000,1173832.000,6.000,2.000
Tue Mar  1 20:48:22,7.000,0.000,0.000,688536.000,7424.000,1596088.000,141908.000,1180620.000,5.000,1.000
Tue Mar  1 20:48:23,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:24,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:25,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:26,5.000,0.000,0.000,621317.000,7001.000,1596088.000,141908.000,1180620.000,3.000,1.000
Tue Mar  1 20:48:27,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:28,5.000,0.000,0.000,621316.000,7002.000,1596088.000,141908.000,1180620.000,4.000,0.000
Tue Mar  1 20:48:29,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,3.000,1.000
Tue Mar  1 20:48:30,5.000,0.000,0.000,621317.000,7001.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:31,5.000,0.000,0.000,621317.000,7002.000,1596088.000,141908.000,1180620.000,4.000,1.000
Tue Mar  1 20:48:32,5.000,0.000,0.000,687219.000,7737.000,1596088.000,141908.000,1185048.000,4.000,1.000
Tue Mar  1 20:48:33,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,1.000
Tue Mar  1 20:48:34,9.000,0.000,0.000,1228701.000,13774.000,1596088.000,141908.000,1185048.000,7.000,0.000
Tue Mar  1 20:48:35,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,1.000
Tue Mar  1 20:48:36,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,0.000
Tue Mar  1 20:48:37,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,1.000
Tue Mar  1 20:48:38,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,1.000
Tue Mar  1 20:48:39,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,0.000
Tue Mar  1 20:48:40,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,1.000
Tue Mar  1 20:48:41,9.000,0.000,0.000,1228700.000,13774.000,1596088.000,141908.000,1185048.000,7.000,0.000
Tue Mar  1 20:48:42,9.000,0.000,0.000,1193399.000,13332.000,1596088.000,141908.000,1194020.000,6.000,1.000
Tue Mar  1 20:48:43,6.000,0.000,0.000,904126.000,9714.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:44,6.000,0.000,0.000,904127.000,9713.000,1596088.000,141908.000,1194020.000,4.000,1.000
Tue Mar  1 20:48:45,6.000,0.000,0.000,904126.000,9713.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:46,6.000,0.000,0.000,904127.000,9713.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:47,6.000,0.000,0.000,904126.000,9713.000,1596088.000,141908.000,1194020.000,3.000,1.000
Tue Mar  1 20:48:48,6.000,0.000,0.000,904127.000,9713.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:49,6.000,0.000,0.000,904127.000,9713.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:50,6.000,0.000,0.000,904126.000,9714.000,1596088.000,141908.000,1194020.000,3.000,0.000
Tue Mar  1 20:48:51,6.000,0.000,0.000,904127.000,9713.000,1596088.000,141908.000,1194020.000,3.000,1.000
Tue Mar  1 20:48:52,6.000,0.000,0.000,878486.000,9467.000,1596088.000,141908.000,1196748.000,3.000,0.000
Tue Mar  1 20:48:53,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:48:54,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,3.000
Tue Mar  1 20:48:55,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:48:56,9.000,0.000,0.000,668681.000,7455.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:48:57,9.000,0.000,0.000,668680.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:48:58,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:48:59,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,3.000
Tue Mar  1 20:49:00,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:49:01,9.000,0.000,0.000,668681.000,7456.000,1596088.000,141908.000,1196748.000,0.000,2.000
Tue Mar  1 20:49:02,9.000,0.000,0.000,666477.000,7364.000,1596088.000,141908.000,1196752.000,0.000,2.000
Tue Mar  1 20:49:03,6.000,0.000,0.000,648461.000,6618.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:04,6.000,0.000,0.000,648461.000,6617.000,1596088.000,141908.000,1196752.000,0.000,1.000
Tue Mar  1 20:49:05,6.000,0.000,0.000,648461.000,6618.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:06,6.000,0.000,0.000,648462.000,6617.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:07,6.000,0.000,0.000,648461.000,6618.000,1596088.000,141908.000,1196752.000,0.000,1.000
Tue Mar  1 20:49:08,6.000,0.000,0.000,648461.000,6617.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:09,6.000,0.000,0.000,648461.000,6618.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:10,6.000,0.000,0.000,648461.000,6618.000,1596088.000,141908.000,1196752.000,0.000,0.000
Tue Mar  1 20:49:11,6.000,0.000,0.000,648461.000,6617.000,1596088.000,141908.000,1196752.000,0.000,1.000
Tue Mar  1 20:49:12,6.000,0.000,0.000,664808.000,6694.000,1619944.000,118052.000,1196756.000,0.000,2.000
Tue Mar  1 20:49:13,5.000,0.000,0.000,833022.000,7635.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:14,5.000,0.000,0.000,833023.000,7634.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:15,5.000,0.000,0.000,833022.000,7635.000,1619944.000,118052.000,1196756.000,0.000,1.000
Tue Mar  1 20:49:16,5.000,0.000,0.000,833023.000,7635.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:17,5.000,0.000,0.000,833023.000,7634.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:18,5.000,0.000,0.000,833022.000,7635.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:19,5.000,0.000,0.000,833023.000,7635.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:20,5.000,0.000,0.000,833023.000,7634.000,1619944.000,118052.000,1196756.000,0.000,1.000
Tue Mar  1 20:49:21,5.000,0.000,0.000,833022.000,7635.000,1619944.000,118052.000,1196756.000,0.000,0.000
Tue Mar  1 20:49:22,4.000,0.000,0.000,813712.000,7555.000,1619944.000,118052.000,1196764.000,0.000,0.000
Tue Mar  1 20:49:23,4.000,0.000,0.000,655323.000,6905.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:24,4.000,0.000,0.000,655323.000,6904.000,1619944.000,118052.000,1196764.000,0.000,2.000
Tue Mar  1 20:49:25,4.000,0.000,0.000,655323.000,6904.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:26,4.000,0.000,0.000,655323.000,6905.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:27,4.000,0.000,0.000,655323.000,6904.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:28,4.000,0.000,0.000,655323.000,6904.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:29,4.000,0.000,0.000,655323.000,6905.000,1619944.000,118052.000,1196764.000,0.000,2.000
Tue Mar  1 20:49:30,4.000,0.000,0.000,655322.000,6904.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:31,4.000,0.000,0.000,655323.000,6904.000,1619944.000,118052.000,1196764.000,0.000,1.000
Tue Mar  1 20:49:32,5.000,0.000,0.000,690905.000,7421.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:33,7.000,0.000,0.000,985244.000,11689.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:34,7.000,0.000,0.000,985243.000,11689.000,1619944.000,118052.000,1196772.000,0.000,2.000
Tue Mar  1 20:49:35,7.000,0.000,0.000,985244.000,11690.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:36,7.000,0.000,0.000,985243.000,11689.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:37,7.000,0.000,0.000,985244.000,11689.000,1619944.000,118052.000,1196772.000,0.000,2.000
Tue Mar  1 20:49:38,7.000,0.000,0.000,985243.000,11690.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:39,7.000,0.000,0.000,985244.000,11689.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:40,7.000,0.000,0.000,985243.000,11690.000,1619944.000,118052.000,1196772.000,0.000,2.000
Tue Mar  1 20:49:41,7.000,0.000,0.000,985243.000,11689.000,1619944.000,118052.000,1196772.000,0.000,1.000
Tue Mar  1 20:49:42,7.000,0.000,0.000,965417.000,11555.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:43,5.000,0.000,0.000,802062.000,10445.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:44,5.000,0.000,0.000,802062.000,10446.000,1619944.000,118052.000,1196776.000,0.000,0.000
Tue Mar  1 20:49:45,5.000,0.000,0.000,802062.000,10446.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:46,5.000,0.000,0.000,802062.000,10445.000,1619944.000,118052.000,1196776.000,0.000,0.000
Tue Mar  1 20:49:47,5.000,0.000,0.000,802062.000,10446.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:48,5.000,0.000,0.000,802062.000,10445.000,1619944.000,118052.000,1196776.000,0.000,0.000
Tue Mar  1 20:49:49,5.000,0.000,0.000,802062.000,10446.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:50,5.000,0.000,0.000,802062.000,10446.000,1619944.000,118052.000,1196776.000,0.000,0.000
Tue Mar  1 20:49:51,5.000,0.000,0.000,802062.000,10445.000,1619944.000,118052.000,1196776.000,0.000,1.000
Tue Mar  1 20:49:52,5.000,0.000,0.000,783384.000,10095.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:49:53,5.000,0.000,0.000,629568.000,7206.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:49:54,5.000,0.000,0.000,629569.000,7205.000,1619944.000,118052.000,1196780.000,0.000,1.000
Tue Mar  1 20:49:55,5.000,0.000,0.000,629568.000,7205.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:49:56,5.000,0.000,0.000,629568.000,7206.000,1619944.000,118052.000,1196780.000,0.000,1.000
Tue Mar  1 20:49:57,5.000,0.000,0.000,629568.000,7205.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:49:58,5.000,0.000,0.000,629569.000,7205.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:49:59,5.000,0.000,0.000,629568.000,7206.000,1619944.000,118052.000,1196780.000,0.000,1.000
Tue Mar  1 20:50:00,5.000,0.000,0.000,629568.000,7205.000,1619944.000,118052.000,1196780.000,0.000,0.000
Tue Mar  1 20:50:01,5.000,0.000,0.000,629569.000,7205.000,1619944.000,118052.000,1196780.000,0.000,1.000
Tue Mar  1 20:50:02,5.000,0.000,0.000,655559.000,7412.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:03,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:04,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:05,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,1.000
Tue Mar  1 20:50:06,13.000,0.000,0.000,868513.000,9100.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:07,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:08,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:09,13.000,0.000,0.000,868512.000,9099.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:10,13.000,0.000,0.000,868513.000,9099.000,1619944.000,118052.000,1196784.000,0.000,1.000
Tue Mar  1 20:50:11,13.000,0.000,0.000,868512.000,9100.000,1619944.000,118052.000,1196784.000,0.000,0.000
Tue Mar  1 20:50:12,13.000,0.000,0.000,860413.000,8962.000,1620452.000,117544.000,1196792.000,0.000,2.000
Tue Mar  1 20:50:13,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:14,6.000,0.000,0.000,844447.000,8337.000,1620452.000,117544.000,1196792.000,0.000,1.000
Tue Mar  1 20:50:15,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:16,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:17,6.000,0.000,0.000,844448.000,8337.000,1620452.000,117544.000,1196792.000,0.000,1.000
Tue Mar  1 20:50:18,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:19,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:20,6.000,0.000,0.000,844447.000,8337.000,1620452.000,117544.000,1196792.000,0.000,0.000
Tue Mar  1 20:50:21,6.000,0.000,0.000,844447.000,8336.000,1620452.000,117544.000,1196792.000,0.000,1.000
Tue Mar  1 20:50:22,6.000,0.000,0.000,815481.000,8135.000,1620452.000,117544.000,1196804.000,0.000,0.000
Tue Mar  1 20:50:23,6.000,0.000,0.000,577994.000,6481.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:24,6.000,0.000,0.000,577995.000,6482.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:25,6.000,0.000,0.000,577995.000,6481.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:26,6.000,0.000,0.000,577995.000,6482.000,1620452.000,117544.000,1196804.000,0.000,1.000
Tue Mar  1 20:50:27,6.000,0.000,0.000,577994.000,6481.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:28,6.000,0.000,0.000,577995.000,6482.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:29,6.000,0.000,0.000,577995.000,6481.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:30,6.000,0.000,0.000,577995.000,6481.000,1620452.000,117544.000,1196804.000,0.000,2.000
Tue Mar  1 20:50:31,6.000,0.000,0.000,577995.000,6482.000,1620452.000,117544.000,1196804.000,0.000,1.000
Tue Mar  1 20:50:32,6.000,0.000,0.000,647353.000,7165.000,1620452.000,117544.000,1196808.000,0.000,2.000
Tue Mar  1 20:50:33,7.000,0.000,0.000,1215254.000,12758.000,1620452.000,117544.000,1196808.000,0.000,1.000
Tue Mar  1 20:50:34,7.000,0.000,0.000,1215254.000,12759.000,1620452.000,117544.000,1196808.000,0.000,1.000
Tue Mar  1 20:50:35,7.000,0.000,0.000,1215254.000,12759.000,1620452.000,117544.000,1196808.000,0.000,0.000
Tue Mar  1 20:50:36,7.000,0.000,0.000,1215254.000,12759.000,1620452.000,117544.000,1196808.000,0.000,1.000
Tue Mar  1 20:50:37,7.000,0.000,0.000,1215254.000,12759.000,1620452.000,117544.000,1196808.000,0.000,1.000
Tue Mar  1 20:50:38,7.000,0.000,0.000,1215254.000,12758.000,1620452.000,117544.000,1196808.000,0.000,1.000
Tue Mar  1 20:50:39,7.000,0.000,0.000,1215254.000,12759.000,1620452.000,117544.000,1196808.000,0.000,1.000
